filepath,label,ticker,date
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00053.png,1,Microsoft_stock_data,1986-05-29
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00054.png,1,Microsoft_stock_data,1986-05-30
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00055.png,-1,Microsoft_stock_data,1986-06-02
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00056.png,0,Microsoft_stock_data,1986-06-03
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00057.png,-1,Microsoft_stock_data,1986-06-04
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00058.png,1,Microsoft_stock_data,1986-06-05
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00059.png,0,Microsoft_stock_data,1986-06-06
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00060.png,-1,Microsoft_stock_data,1986-06-09
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00061.png,0,Microsoft_stock_data,1986-06-10
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00062.png,0,Microsoft_stock_data,1986-06-11
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00063.png,-1,Microsoft_stock_data,1986-06-12
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00064.png,0,Microsoft_stock_data,1986-06-13
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00065.png,-1,Microsoft_stock_data,1986-06-16
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00066.png,1,Microsoft_stock_data,1986-06-17
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00067.png,-1,Microsoft_stock_data,1986-06-18
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00068.png,-1,Microsoft_stock_data,1986-06-19
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00069.png,1,Microsoft_stock_data,1986-06-20
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00070.png,1,Microsoft_stock_data,1986-06-23
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00071.png,-1,Microsoft_stock_data,1986-06-24
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00072.png,-1,Microsoft_stock_data,1986-06-25
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00073.png,-1,Microsoft_stock_data,1986-06-26
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00074.png,-1,Microsoft_stock_data,1986-06-27
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00075.png,1,Microsoft_stock_data,1986-06-30
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00076.png,0,Microsoft_stock_data,1986-07-01
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00077.png,0,Microsoft_stock_data,1986-07-02
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00078.png,1,Microsoft_stock_data,1986-07-03
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00079.png,-1,Microsoft_stock_data,1986-07-07
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00080.png,-1,Microsoft_stock_data,1986-07-08
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00081.png,-1,Microsoft_stock_data,1986-07-09
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00082.png,-1,Microsoft_stock_data,1986-07-10
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00083.png,1,Microsoft_stock_data,1986-07-11
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00084.png,-1,Microsoft_stock_data,1986-07-14
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00085.png,1,Microsoft_stock_data,1986-07-15
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00086.png,1,Microsoft_stock_data,1986-07-16
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00087.png,1,Microsoft_stock_data,1986-07-17
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00088.png,1,Microsoft_stock_data,1986-07-18
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00089.png,0,Microsoft_stock_data,1986-07-21
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00090.png,1,Microsoft_stock_data,1986-07-22
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00091.png,-1,Microsoft_stock_data,1986-07-23
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00092.png,1,Microsoft_stock_data,1986-07-24
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00093.png,1,Microsoft_stock_data,1986-07-25
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00094.png,-1,Microsoft_stock_data,1986-07-28
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00095.png,-1,Microsoft_stock_data,1986-07-29
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00096.png,-1,Microsoft_stock_data,1986-07-30
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00097.png,-1,Microsoft_stock_data,1986-07-31
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00098.png,-1,Microsoft_stock_data,1986-08-01
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00099.png,0,Microsoft_stock_data,1986-08-04
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00100.png,-1,Microsoft_stock_data,1986-08-05
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00101.png,-1,Microsoft_stock_data,1986-08-06
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00102.png,-1,Microsoft_stock_data,1986-08-07
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00103.png,1,Microsoft_stock_data,1986-08-08
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00104.png,1,Microsoft_stock_data,1986-08-11
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00105.png,1,Microsoft_stock_data,1986-08-12
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00106.png,1,Microsoft_stock_data,1986-08-13
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00107.png,1,Microsoft_stock_data,1986-08-14
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00108.png,1,Microsoft_stock_data,1986-08-15
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00109.png,-1,Microsoft_stock_data,1986-08-18
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00110.png,0,Microsoft_stock_data,1986-08-19
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00111.png,-1,Microsoft_stock_data,1986-08-20
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00112.png,0,Microsoft_stock_data,1986-08-21
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00113.png,-1,Microsoft_stock_data,1986-08-22
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00114.png,0,Microsoft_stock_data,1986-08-25
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00115.png,-1,Microsoft_stock_data,1986-08-26
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00116.png,0,Microsoft_stock_data,1986-08-27
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00117.png,0,Microsoft_stock_data,1986-08-28
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00118.png,-1,Microsoft_stock_data,1986-08-29
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00119.png,-1,Microsoft_stock_data,1986-09-02
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00120.png,-1,Microsoft_stock_data,1986-09-03
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00121.png,1,Microsoft_stock_data,1986-09-04
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00122.png,1,Microsoft_stock_data,1986-09-05
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00123.png,-1,Microsoft_stock_data,1986-09-08
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00124.png,1,Microsoft_stock_data,1986-09-09
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00125.png,-1,Microsoft_stock_data,1986-09-10
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00126.png,-1,Microsoft_stock_data,1986-09-11
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00127.png,-1,Microsoft_stock_data,1986-09-12
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00128.png,1,Microsoft_stock_data,1986-09-15
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00129.png,0,Microsoft_stock_data,1986-09-16
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00130.png,1,Microsoft_stock_data,1986-09-17
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00131.png,1,Microsoft_stock_data,1986-09-18
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00132.png,0,Microsoft_stock_data,1986-09-19
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00133.png,-1,Microsoft_stock_data,1986-09-22
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00134.png,1,Microsoft_stock_data,1986-09-23
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00135.png,-1,Microsoft_stock_data,1986-09-24
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00136.png,-1,Microsoft_stock_data,1986-09-25
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00137.png,0,Microsoft_stock_data,1986-09-26
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00138.png,-1,Microsoft_stock_data,1986-09-29
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00139.png,0,Microsoft_stock_data,1986-09-30
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00140.png,-1,Microsoft_stock_data,1986-10-01
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00141.png,0,Microsoft_stock_data,1986-10-02
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00142.png,1,Microsoft_stock_data,1986-10-03
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00143.png,1,Microsoft_stock_data,1986-10-06
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00144.png,1,Microsoft_stock_data,1986-10-07
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00145.png,1,Microsoft_stock_data,1986-10-08
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00146.png,1,Microsoft_stock_data,1986-10-09
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00147.png,1,Microsoft_stock_data,1986-10-10
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00148.png,-1,Microsoft_stock_data,1986-10-13
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00149.png,1,Microsoft_stock_data,1986-10-14
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00150.png,1,Microsoft_stock_data,1986-10-15
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00151.png,0,Microsoft_stock_data,1986-10-16
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00152.png,1,Microsoft_stock_data,1986-10-17
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00153.png,1,Microsoft_stock_data,1986-10-20
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00154.png,1,Microsoft_stock_data,1986-10-21
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00155.png,0,Microsoft_stock_data,1986-10-22
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00156.png,0,Microsoft_stock_data,1986-10-23
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00157.png,-1,Microsoft_stock_data,1986-10-24
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00158.png,1,Microsoft_stock_data,1986-10-27
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00159.png,1,Microsoft_stock_data,1986-10-28
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00160.png,-1,Microsoft_stock_data,1986-10-29
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00161.png,1,Microsoft_stock_data,1986-10-30
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00162.png,-1,Microsoft_stock_data,1986-10-31
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00163.png,1,Microsoft_stock_data,1986-11-03
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00164.png,1,Microsoft_stock_data,1986-11-04
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00165.png,1,Microsoft_stock_data,1986-11-05
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00166.png,1,Microsoft_stock_data,1986-11-06
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00167.png,-1,Microsoft_stock_data,1986-11-07
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00168.png,-1,Microsoft_stock_data,1986-11-10
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00169.png,1,Microsoft_stock_data,1986-11-11
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00170.png,0,Microsoft_stock_data,1986-11-12
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00171.png,-1,Microsoft_stock_data,1986-11-13
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00172.png,1,Microsoft_stock_data,1986-11-14
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00173.png,1,Microsoft_stock_data,1986-11-17
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00174.png,-1,Microsoft_stock_data,1986-11-18
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00175.png,1,Microsoft_stock_data,1986-11-19
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00176.png,1,Microsoft_stock_data,1986-11-20
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00177.png,1,Microsoft_stock_data,1986-11-21
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00178.png,1,Microsoft_stock_data,1986-11-24
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00179.png,1,Microsoft_stock_data,1986-11-25
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00180.png,-1,Microsoft_stock_data,1986-11-26
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00181.png,-1,Microsoft_stock_data,1986-11-28
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00182.png,-1,Microsoft_stock_data,1986-12-01
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00183.png,1,Microsoft_stock_data,1986-12-02
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00184.png,-1,Microsoft_stock_data,1986-12-03
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00185.png,1,Microsoft_stock_data,1986-12-04
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00186.png,-1,Microsoft_stock_data,1986-12-05
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00187.png,-1,Microsoft_stock_data,1986-12-08
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00188.png,-1,Microsoft_stock_data,1986-12-09
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00189.png,1,Microsoft_stock_data,1986-12-10
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00190.png,1,Microsoft_stock_data,1986-12-11
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00191.png,-1,Microsoft_stock_data,1986-12-12
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00192.png,-1,Microsoft_stock_data,1986-12-15
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00193.png,1,Microsoft_stock_data,1986-12-16
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00194.png,1,Microsoft_stock_data,1986-12-17
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00195.png,1,Microsoft_stock_data,1986-12-18
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00196.png,1,Microsoft_stock_data,1986-12-19
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00197.png,1,Microsoft_stock_data,1986-12-22
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00198.png,1,Microsoft_stock_data,1986-12-23
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00199.png,-1,Microsoft_stock_data,1986-12-24
/content/drive/My Drive/Stockprice prediction/images/Microsoft_stock_data/Microsoft_stock_data_00200.png,-1,Microsoft_stock_data,1986-12-26
